company|title|location|link
sopra steria|ai engineer|brussels, brussels region, belgium|https://www.linkedin.com/jobs/view/4365030066
dataroots, a talan company|ai engineer|ghent, flemish region, belgium|https://www.linkedin.com/jobs/view/4461558818
xtel|data scientist|leuven, flemish region, belgium|https://www.linkedin.com/jobs/view/4437239859
vma|ai engineer|anderlecht, brussels region, belgium|https://www.linkedin.com/jobs/view/4462938541
artefact|data scientist - genai|brussels region, belgium|https://www.linkedin.com/jobs/view/4371482652
dataroots, a talan company|ai engineer|brussels metropolitan area, worldwide|https://www.linkedin.com/jobs/view/4461571524
ayesa digital|data scientist|brussels region, belgium|https://www.linkedin.com/jobs/view/4450133566
sia|machine learning engineer|brussels, brussels region, belgium|https://www.linkedin.com/jobs/view/4465069589
sia|machine learning engineer|brussels, brussels region, belgium|https://www.linkedin.com/jobs/view/4463026856
io|ai & data engineer|ghent metropolitan area, worldwide|https://www.linkedin.com/jobs/view/4343463681
dataroots, a talan company|ai engineer (mlops & llmops)|ghent metropolitan area, worldwide|https://www.linkedin.com/jobs/view/4461564659
netcompany|ai specialist (junior - medior)|brussels, brussels region, belgium|https://www.linkedin.com/jobs/view/4438096395
experian|machine learning engineer|sofia, sofia city, worldwide|https://www.linkedin.com/jobs/view/4452472360
xebia|ai/ml engineer|bulgaria, worldwide|https://www.linkedin.com/jobs/view/4464308844
insurify|machine learning engineer|sofia, sofia city, worldwide|https://www.linkedin.com/jobs/view/4459956961
a1 bulgaria|machine learning engineer (f/m/d) @ a1 competence delivery center|sofia, sofia city, worldwide|https://www.linkedin.com/jobs/view/4458701969
a1 bulgaria|data scientist|sofia, sofia city, worldwide|https://www.linkedin.com/jobs/view/4434486964
a1 bulgaria|junior machine engineer (f/m/d) @ a1 competence delivery center|sofia, sofia city, worldwide|https://www.linkedin.com/jobs/view/4445972500
schwarz digits bulgaria|mlops engineer (m/f/d)|sofia, sofia city, worldwide|https://www.linkedin.com/jobs/view/4457311488
deloitte|ai engineer  bulgaria|sofia, sofia city, worldwide|https://www.linkedin.com/jobs/view/4449567180
unicredit bulbank|big data developer|sofia, sofia city, worldwide|https://www.linkedin.com/jobs/view/4454281280
phoenix group - integrated healthcare provider|data scientist|sofia, sofia city, worldwide|https://www.linkedin.com/jobs/view/4457798543
a1 bulgaria|data scientist (f/m/d) @ a1 competence delivery center|sofia, sofia city, worldwide|https://www.linkedin.com/jobs/view/4421858352
sofascore|machine learning engineer|croatia, zagreb, worldwide|https://www.linkedin.com/jobs/view/4451141331
super|machine learning engineer - applied ml & research|croatia, zagreb, worldwide|https://www.linkedin.com/jobs/view/4401470442
autodesk|machine learning engineer|croatia, worldwide|https://www.linkedin.com/jobs/view/4377753536
adcubum hrvatska|ai engineer|zagreb, zagreb, worldwide|https://www.linkedin.com/jobs/view/4435548616
ey|ai engineer|nicosia, nicosia, worldwide|https://www.linkedin.com/jobs/view/4429035175
xm|mlops engineer|cyprus, limassol, worldwide|https://www.linkedin.com/jobs/view/4458082435
xm|data scientist|cyprus, nicosia, worldwide|https://www.linkedin.com/jobs/view/4453845362
wisebits group|ml engineer / data scientist (recsys, search)|limassol municipality, limassol, worldwide|https://www.linkedin.com/jobs/view/4418978271
revolut|software engineer (python) - mlops platform|cyprus, worldwide|https://www.linkedin.com/jobs/view/4406516991
mayflower|python developer (ml)|limassol, limassol, worldwide|https://www.linkedin.com/jobs/view/4455718044
tenstorrent|machine learning engineer, ai models|cyprus, worldwide|https://www.linkedin.com/jobs/view/4304293895
wisebits group|ml engineer / python developer|limassol municipality, limassol, worldwide|https://www.linkedin.com/jobs/view/4455782311
amazon web services (aws)|enterprise solutions architect|copenhagen, capital region of denmark, denmark|https://www.linkedin.com/jobs/view/4455795682
amazon web services (aws)|associate solutions architect , aws denmark & iceland|copenhagen, capital region of denmark, denmark|https://www.linkedin.com/jobs/view/4460391462
accenture nordics|join halfspace’s ai & advanced analytics team - shaping the future with ai|copenhagen, capital region of denmark, denmark|https://www.linkedin.com/jobs/view/4453258941
amazon web services (aws)|solutions architect, aws denmark & iceland|copenhagen, capital region of denmark, denmark|https://www.linkedin.com/jobs/view/4460383540
veo technologies|machine learning engineer|copenhagen, capital region of denmark, denmark|https://www.linkedin.com/jobs/view/4251472618
planday|machine learning engineer (agentic ai)|copenhagen, capital region of denmark, denmark|https://www.linkedin.com/jobs/view/4442829516
flatpay|data scientist|copenhagen, capital region of denmark, denmark|https://www.linkedin.com/jobs/view/4464379400
hcltech|python developer / data scientist|aarhus, central denmark region, denmark|https://www.linkedin.com/jobs/view/4457797333
accenture nordics|join halfspace’s engineering team - shaping the future with ai|copenhagen, capital region of denmark, denmark|https://www.linkedin.com/jobs/view/4453241977
anthill|ai engineer|copenhagen, capital region of denmark, denmark|https://www.linkedin.com/jobs/view/4464093529
amazon web services (aws)|solutions architect - aws|tallinn, harjumaa, worldwide|https://www.linkedin.com/jobs/view/4465050228
foxway|data scientist|tallinn, harjumaa, worldwide|https://www.linkedin.com/jobs/view/4457974835
vosker|machine learning engineer - defendec/reconeyez|tallinn, harjumaa, worldwide|https://www.linkedin.com/jobs/view/4429527438
supervisely|data scientist|tallinn, harjumaa, worldwide|https://www.linkedin.com/jobs/view/4449423139
zendesk|staff machine learning scientist|tallinn, harjumaa, worldwide|https://www.linkedin.com/jobs/view/4453426879
bolt|ai / agent engineer|tallinn, harjumaa, worldwide|https://www.linkedin.com/jobs/view/4457403762
bolt|senior machine learning engineer, delivery merchant|estonia, tartumaa, worldwide|https://www.linkedin.com/jobs/view/4446904996
techshack|data scientist|estonia, worldwide|https://www.linkedin.com/jobs/view/4462186389
planner 5d|ai / machine learning researcher|tallinn, harjumaa, worldwide|https://www.linkedin.com/jobs/view/4386536783
bolt|senior machine learning engineer, delivery merchant|tallinn, harjumaa, worldwide|https://www.linkedin.com/jobs/view/4446913843
amazon|lead isp algorithm developer, camera and imaging|tampere metropolitan area, worldwide|https://www.linkedin.com/jobs/view/4455902037
amazon web services (aws)|associate solutions architect , aws finland|helsinki, southwest finland, finland|https://www.linkedin.com/jobs/view/4463155204
reaktor|machine learning engineer|helsinki metropolitan area, worldwide|https://www.linkedin.com/jobs/view/4461990496
alten|data scientist|helsinki, uusimaa, finland|https://www.linkedin.com/jobs/view/4459655841
amd|ai performance engineer (life sciences)|helsinki, uusimaa, finland|https://www.linkedin.com/jobs/view/4459922811
enfuce|machine learning engineer|finland|https://www.linkedin.com/jobs/view/4440158393
iceye|machine learning engineer|espoo, uusimaa, finland|https://www.linkedin.com/jobs/view/4436318253
solita|ai engineer|finland|https://www.linkedin.com/jobs/view/4440128019
3stepit|ai engineer|tampere metropolitan area, worldwide|https://www.linkedin.com/jobs/view/4455272445
hashlist|ai engineer (rl environments)|helsinki, uusimaa, finland|https://www.linkedin.com/jobs/view/4462919906
amazon web services (aws)|genai/ml specialist solutions architect, ags france|bordeaux, nouvelle-aquitaine, france|https://www.linkedin.com/jobs/view/4455925490
amazon web services (aws)|genai/ml specialist solutions architect, ags france|bordeaux, nouvelle-aquitaine, france|https://www.linkedin.com/jobs/view/4455902126
amazon web services (aws)|genai/ml specialist solutions architect, ags france|lille, hauts-de-france, france|https://www.linkedin.com/jobs/view/4455903123
amazon web services (aws)|genai/ml specialist solutions architect, ags france|lyon, auvergne-rhône-alpes, france|https://www.linkedin.com/jobs/view/4455794366
amazon web services (aws)|genai/ml specialist solutions architect, ags france|lyon, auvergne-rhône-alpes, france|https://www.linkedin.com/jobs/view/4455930423
amazon web services (aws)|genai/ml specialist solutions architect, ags france|lille, hauts-de-france, france|https://www.linkedin.com/jobs/view/4455937382
amazon web services (aws)|genai/ml specialist solutions architect, ags france|toulouse, occitanie, france|https://www.linkedin.com/jobs/view/4455912018
amazon web services (aws)|genai/ml specialist solutions architect, ags france|toulouse, occitanie, france|https://www.linkedin.com/jobs/view/4455922628
apple|applied machine learning engineer - security|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4414157697
amazon web services (aws)|ai strategist, generative ai innovation center|courbevoie, île-de-france, france|https://www.linkedin.com/jobs/view/4455907161
amazon web services (aws)|software development engineer - security automation, aws security epoxy|courbevoie, île-de-france, france|https://www.linkedin.com/jobs/view/4455910842
apple|sr. machine learning engineer, foundation models inference - cloud os & inference|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4461367487
amazon|analyst - delivery speed, gts field|clichy, île-de-france, france|https://www.linkedin.com/jobs/view/4462430972
avanade|ingénieur(e) ia h/f|issy-les-moulineaux, île-de-france, france|https://www.linkedin.com/jobs/view/4460559119
whize|machine learning engineer|neuilly-sur-seine, île-de-france, france|https://www.linkedin.com/jobs/view/4462938226
blue yonder|machine learning engineer - reinforcement learning|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4397296438
nexton|machine learning engineer h/f|bordeaux, nouvelle-aquitaine, france|https://www.linkedin.com/jobs/view/4460600451
sia|machine learning engineer|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4461095171
amazon|rme operator|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4455906023
amazon|graduate engineering manager|illiers-combray, centre-val de loire, france|https://www.linkedin.com/jobs/view/4455793667
amazon web services (aws)|delivery consultant - ai/ml, aws professional services|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4455927612
amazon web services (aws)|delivery consultant- ai/ml, wwps proserve delivery team|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4455912170
amazon web services (aws)|delivery consultant - ai/ml, professional services - aws industries|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4462086839
amazon web services (aws)|delivery consultant - ai/ml, professional services - aws industries|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4460337376
amazon web services (aws)|delivery consultant - ai/ml, professional services - aws industries|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4462096257
amazon web services (aws)|delivery consultant - ai/ml, professional services - aws industries|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4455905476
amazon web services (aws)|delivery consultant - ai/ml, professional services - aws industries|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4460551007
amazon web services (aws)|delivery consultant - ai/ml, professional services - aws industries|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4460344307
amazon web services (aws)|delivery consultant - ai/ml, professional services - aws industries|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4460335367
amazon web services (aws)|delivery consultant - ai/ml, professional services - aws industries|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4462090773
amazon web services (aws)|delivery consultant - data , professional services, aws industries|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4462084806
amazon web services (aws)|ai/ml specialist solutions architect, retail, ags us specialist sa, retail|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4455902235
amazon|business analyst iii - amz27093.1|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4455796107
amazon web services (aws)|principal delivery consultant- genai/ml & data science, professional services, aws industries|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4455927335
speria|machine learning engineer|ga, dunwoody, worldwide|https://www.linkedin.com/jobs/view/4463500938
amazon web services (aws)|delivery consultant , wwps proserve|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4455901650
american express|campus undergraduate full-time engineer - 2027 ai engineer i, enterprise technology services- atlanta, ga|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4460624438
amazon|business analyst, amazon relay|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4460550049
amazon web services (aws)|solutions architect ii, hcls ai/ml and data strategy specialists, , global healthcare|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4455935392
amazon web services (aws)|ai/ml specialist solutions architect, enterprise, ags us specialist sa|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4455794705
amazon|applied scientist - llm, alexa conversational modelling intelligence|berlin, germany|https://www.linkedin.com/jobs/view/4455935403
amazon|applied scientist ii, aft ai, amazon aft ai|berlin, germany|https://www.linkedin.com/jobs/view/4455903077
amazon|applied scientist ii, aft ai, amazon aft ai|berlin, germany|https://www.linkedin.com/jobs/view/4455791940
audible|applied scientist|berlin, germany|https://www.linkedin.com/jobs/view/4455788751
amazon music|data scientist, music disco|berlin, germany|https://www.linkedin.com/jobs/view/4455904370
amazon|applied scientist ii, amazon robotics|berlin, berlin, germany|https://www.linkedin.com/jobs/view/4459004448
amazon|applied scientist, amazon robotics r&d|berlin, germany|https://www.linkedin.com/jobs/view/4455907031
amazon music|data scientist ii, music disco|berlin, germany|https://www.linkedin.com/jobs/view/4462097153
amazon music|applied scientist, amazon music - disco, music disco|berlin, germany|https://www.linkedin.com/jobs/view/4455782915
amazon|sr. applied scientist, amazon robotics|berlin, germany|https://www.linkedin.com/jobs/view/4455781853
amazon web services (aws)|software development engineer, aws security|berlin, germany|https://www.linkedin.com/jobs/view/4455902460
amazon web services (aws)|software development engineer ii, partyrock|berlin, germany|https://www.linkedin.com/jobs/view/4464058049
amazon|firmware engineer, amazon robotics|munich, bavaria, germany|https://www.linkedin.com/jobs/view/4455906434
apple|machine learning research engineer, machine translation|aachen, north rhine-westphalia, germany|https://www.linkedin.com/jobs/view/4441139176
amazon web services (aws)|database engineer, amazon redshift|berlin, germany|https://www.linkedin.com/jobs/view/4464637860
amadeus fire|ai engineer (m/w/d)|munich, bavaria, germany|https://www.linkedin.com/jobs/view/4460353811
amazon web services (aws)|account executive startups|munich, bavaria, germany|https://www.linkedin.com/jobs/view/4459002456
amazon|sr. robotics software engineer, amazon robotics|berlin, germany|https://www.linkedin.com/jobs/view/4455919636
super.ai|machine learning engineer|berlin, berlin, germany|https://www.linkedin.com/jobs/view/4084207634
amazon web services (aws)|solutions architect, retail & consumer goods|berlin, berlin, germany|https://www.linkedin.com/jobs/view/4455904174
shopflix.gr|machine learning engineer|central athens, attiki, greece|https://www.linkedin.com/jobs/view/4457252492
amazon web services (aws)|solutions architect, cee|athens, attiki, greece|https://www.linkedin.com/jobs/view/4455796307
ey|machine learning engineer|iráklion, crete, greece|https://www.linkedin.com/jobs/view/4449203968
ey|machine learning engineer|patras, western greece, greece|https://www.linkedin.com/jobs/view/4449216320
accenture greece|ai / ml engineer|athens, attiki, greece|https://www.linkedin.com/jobs/view/4461304432
ey|machine learning engineer|thessaloniki, central macedonia, greece|https://www.linkedin.com/jobs/view/4449208682
ey|machine learning engineer|athens, attiki, greece|https://www.linkedin.com/jobs/view/4449209670
novibet|machine learning engineer|athens, attiki, greece|https://www.linkedin.com/jobs/view/4460246664
xm|mlops engineer|athens, attiki, greece|https://www.linkedin.com/jobs/view/4458067542
accenture greece|ai/ml scientist for newra, part of accenture|athens, attiki, greece|https://www.linkedin.com/jobs/view/4453243960
accenture greece|ai foundational model specialist (thessaloniki)|thessaloniki, central macedonia, greece|https://www.linkedin.com/jobs/view/4453249919
european dynamics|ai/ml engineer|athens, attiki, greece|https://www.linkedin.com/jobs/view/4461705219
ey|data scientist - machine learning|thessaloniki, central macedonia, greece|https://www.linkedin.com/jobs/view/4449214355
ey|data scientist - machine learning|iráklion, crete, greece|https://www.linkedin.com/jobs/view/4449212382
gamma technologies|machine learning engineer|glifádha, attiki, greece|https://www.linkedin.com/jobs/view/4454912581
ey|ai consultant|athens, attiki, greece|https://www.linkedin.com/jobs/view/4449212380
proofpoint|machine learning engineer|athens, attiki, greece|https://www.linkedin.com/jobs/view/4462423423
ey|experienced ai professional|iráklion, crete, greece|https://www.linkedin.com/jobs/view/4448789489
ey|data scientist - machine learning|athens, attiki, greece|https://www.linkedin.com/jobs/view/4449221300
aldi international it services (hungary)|ml engineer|pécs, baranya, hungary|https://www.linkedin.com/jobs/view/4459666860
aldi international it services (hungary)|ml engineer|budapest, hungary|https://www.linkedin.com/jobs/view/4459672812
opswat|machine learning engineer|budapest, budapest, hungary|https://www.linkedin.com/jobs/view/4459666274
snapsoft|ai/ml engineer|budapest, hungary|https://www.linkedin.com/jobs/view/4457911189
aldi international it services (hungary)|ml engineer|debrecen, hajdú-bihar, hungary|https://www.linkedin.com/jobs/view/4459671776
betsson group|machine learning engineer|budapest, budapest, hungary|https://www.linkedin.com/jobs/view/4425479078
kpmg hungary|data scientist / machine learning engineer|budapest, hungary|https://www.linkedin.com/jobs/view/4452407513
philip morris international|data scientist|budapest, budapest, hungary|https://www.linkedin.com/jobs/view/4429940717
deligo|ai/machine learning/computer vision - talent pool|budapest, budapest, hungary|https://www.linkedin.com/jobs/view/4422488490
deligo|ai/machine learning/computer vision - talent pool|budapest, hungary|https://www.linkedin.com/jobs/view/4458086584
deloitte|genai engineer  hungary|budapest, budapest, hungary|https://www.linkedin.com/jobs/view/4459200087
planner 5d|ai / machine learning researcher|budapest, budapest, hungary|https://www.linkedin.com/jobs/view/4386548191
aimotive|ai research engineer - aidrive|budapest, hungary|https://www.linkedin.com/jobs/view/4406398076
lufthansa systems hungária|ai/ml engineer - szeged|szeged, csongrád, hungary|https://www.linkedin.com/jobs/view/4455715978
lufthansa systems hungária|ai/ml engineer|budapest, hungary|https://www.linkedin.com/jobs/view/4382113093
snapsoft|ai/ml solutions architect|budapest, hungary|https://www.linkedin.com/jobs/view/4457697494
opswat|machine learning data engineer|budapest, budapest, hungary|https://www.linkedin.com/jobs/view/4446554864
kapa.ai|research engineer, applied ai|hungary|https://www.linkedin.com/jobs/view/4231624137
amazon|applied scientist, ai ops integration|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455922186
amazon web services (aws)|senior applied scientist, aws security|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455793918
amazon|software development engineer|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455914665
amazon|software development engineer|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455900064
amazon|software development engineer , cadence team|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455902072
amazon|software development engineer – 2026|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455931117
apple|machine learning engineer , ai and data platforms|cork, county cork, ireland|https://www.linkedin.com/jobs/view/4462954174
amazon|system development engineer ii, enterprise productivity mailboxcore team|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455797189
amazon web services (aws)|emea data & digital program manager|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455927024
amazon|software development engineer, amazon optics|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455907077
ebay|data scientist – cloud data technologies|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4452265751
amazon|security operations engineer, aws security cloud response|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4463330830
amazon|systems development engineer, amazon foundational security services|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455798349
amazon web services (aws)|software development engineer - elasticache, aws elasticache|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4462888224
amazon|systems development engineer, amazon foundational security services|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455912060
amazon|software development engineer, business information governance|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455910855
amazon web services (aws)|software development engineer - elasticache, aws elasticache|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455774985
amazon web services (aws)|software development engineer - elasticache, aws elasticache|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455914266
amazon web services (aws)|software development engineer, simple email service|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455795124
amazon web services (aws)|software development engineer, lambda - experience|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4459631287
amazon|applied scientist, alexa ai|turin, piedmont, italy|https://www.linkedin.com/jobs/view/4464976871
amazon science|applied scientist, alexa ai|turin, piedmont, italy|https://www.linkedin.com/jobs/view/4464141309
amazon|senior applied scientist, alexa ai|turin, piedmont, italy|https://www.linkedin.com/jobs/view/4455910540
amazon|software development engineer , amazon university talent aquisition (auta)|asti, piedmont, italy|https://www.linkedin.com/jobs/view/4455799073
amazon|sr. analyst , global operational excellence|milan, lombardy, italy|https://www.linkedin.com/jobs/view/4463790286
amazon web services (aws)|aws solutions architect, aws solutions architect|milan, lombardy, italy|https://www.linkedin.com/jobs/view/4462427939
amazon|automation engineer|alessandria, piedmont, italy|https://www.linkedin.com/jobs/view/4462452095
amazon|2027 mba / masters leadership accelerator: pathways operations manager|calenzano, tuscany, italy|https://www.linkedin.com/jobs/view/4459358247
amazon|automation engineer, cf|turin, piedmont, italy|https://www.linkedin.com/jobs/view/4455907385
hermes corporate|artificial intelligence engineer|italy|https://www.linkedin.com/jobs/view/4458757460
amazon|graduate area/shift manager emilia-romagna|spilamberto, emilia-romagna, italy|https://www.linkedin.com/jobs/view/4455938407
amazon|graduate area/shift manager - rome|passo corese, latium, italy|https://www.linkedin.com/jobs/view/4455932619
amazon|graduate area/shift manager - turin|torrazza piemonte, piedmont, italy|https://www.linkedin.com/jobs/view/4464931179
amazon web services (aws)|data center engineering operations technician - aws owned dc, dceo|milan, lombardy, italy|https://www.linkedin.com/jobs/view/4455905427
amazon|graduate area/shift manager - lombardia|casirate d’adda, lombardy, italy|https://www.linkedin.com/jobs/view/4455914463
amazon|graduate area/shift manager emilia-romagna|parma, emilia-romagna, italy|https://www.linkedin.com/jobs/view/4455921639
amazon|graduate area/shift manager - abruzzo|san giovanni teatino, abruzzi, italy|https://www.linkedin.com/jobs/view/4455930578
amazon|graduate area/shift manager emilia-romagna|calderara di reno, emilia-romagna, italy|https://www.linkedin.com/jobs/view/4455939403
amazon|deployment execution engineer , robotics deployment packaging and innovation - first deployment execution|vercelli, piedmont, italy|https://www.linkedin.com/jobs/view/4455911831
amazon|graduate area/shift manager - vercelli, fulfillment center|vercelli, piedmont, italy|https://www.linkedin.com/jobs/view/4464931153
armeta|machine learning engineer|kazakhstan, astana, worldwide|https://www.linkedin.com/jobs/view/4455889192
higgsfield ai|data science, product ml engineer (personalization & monetization)|almaty, almaty, worldwide|https://www.linkedin.com/jobs/view/4464409271
n-ix|middle ai/ml engineer|kazakhstan, abay region, worldwide|https://www.linkedin.com/jobs/view/4451693773
armeta|ai engineer (forward deployed)|kazakhstan, astana, worldwide|https://www.linkedin.com/jobs/view/4455875126
higgsfield ai|ai engineer|almaty, almaty, worldwide|https://www.linkedin.com/jobs/view/4464646323
salmon group ltd|ml engineer|kazakhstan, worldwide|https://www.linkedin.com/jobs/view/4417884231
sigli|data scientist|kazakhstan, worldwide|https://www.linkedin.com/jobs/view/4453431619
bcg x|forward deployed ai scientist, kazakhstan - bcg x|almaty, almaty, worldwide|https://www.linkedin.com/jobs/view/4390750967
emerging travel group|data scientist (pricing)|kazakhstan, worldwide|https://www.linkedin.com/jobs/view/4456708120
higgsfield ai|senior applied ml engineer|almaty, almaty, worldwide|https://www.linkedin.com/jobs/view/4455115715
block labs|applied ai engineer|kosovo, tver’, worldwide|https://www.linkedin.com/jobs/view/4456268236
accenture|llm/genai engineer|latvia, riga, worldwide|https://www.linkedin.com/jobs/view/4440432622
accenture baltics|llm/genai engineer|riga, riga, worldwide|https://www.linkedin.com/jobs/view/4453238886
evolution|datu zinātnieks / data scientist (risk and fraud detection/ml)|riga, riga, worldwide|https://www.linkedin.com/jobs/view/4453866922
planner 5d|ai / machine learning researcher|riga, riga, worldwide|https://www.linkedin.com/jobs/view/4386546283
kapa.ai|research engineer, applied ai|latvia, worldwide|https://www.linkedin.com/jobs/view/4231619601
kronospan|ai & process digitalisation specialist|riga, riga, worldwide|https://www.linkedin.com/jobs/view/4461663030
accenture|ai/ml computational scientist|lithuania, vilniaus, worldwide|https://www.linkedin.com/jobs/view/4440431188
accenture baltics|ai/ml computational scientist|vilnius, vilniaus, worldwide|https://www.linkedin.com/jobs/view/4453247950
ey|ai engineer|vilnius, vilniaus, worldwide|https://www.linkedin.com/jobs/view/4455696376
accenture baltics|mlops engineer|vilnius, vilniaus, worldwide|https://www.linkedin.com/jobs/view/4453252882
ey|ai engineer - data scientist|vilnius, vilniaus, worldwide|https://www.linkedin.com/jobs/view/4457249871
exacaster|ai engineer|vilnius, vilniaus, worldwide|https://www.linkedin.com/jobs/view/4354594979
euromonitor international|data scientist|vilnius, vilniaus, worldwide|https://www.linkedin.com/jobs/view/4368092764
seb|machine learning engineer seeking new digital challenges  seb, vilnius|vilnius, vilniaus, worldwide|https://www.linkedin.com/jobs/view/4462114722
eldorado.gg|data scientist (offer ranking & recommendations)|vilnius, vilniaus, worldwide|https://www.linkedin.com/jobs/view/4458584849
vinted|data scientist, buyer|vilnius, vilniaus, worldwide|https://www.linkedin.com/jobs/view/4456748545
amazon|software dev engineer (ml)|luxembourg, luxembourg, luxembourg|https://www.linkedin.com/jobs/view/4459868932
amazon|applied scientist, procurement|luxembourg, luxembourg, luxembourg|https://www.linkedin.com/jobs/view/4455787954
